Shipment_ID,Origin,Destination,Shipment_Date,Planned_Delivery_Date,Actual_Delivery_Date,Vehicle_Type,Distance_(km),Weather_Conditions,Traffic_Conditions,Delayed,Planned_Delivery_Days,Actual_Delivery_Days,Delay_Days,Shipment_Month,Shipment_Day_Of_Week,Is_Weekend,Shipment_Quarter,Distance_Category,Avg_Speed,Is_Long_Distance,Is_Bad_Weather,Is_Heavy_Traffic
208,0,7,2023-07-01,2023-07-03,2023-07-03,3,792,0,1,0,2,2,0,7,5,1,3,2,396.0,0,0,0
209,1,3,2023-02-02,2023-02-04,2023-02-04,2,725,0,1,0,2,2,0,2,3,0,1,2,362.5,0,0,0
210,1,8,2023-08-05,2023-08-08,2023-08-10,3,935,2,2,1,3,5,2,8,5,1,3,1,187.0,0,1,0
211,0,1,2024-05-05,2024-05-07,2024-05-08,2,638,2,1,1,2,3,1,5,6,1,2,2,212.66666666666666,0,1,0
212,6,8,2023-05-11,2023-05-13,2023-05-19,0,674,1,1,1,2,8,6,5,3,0,2,2,84.25,0,1,0
213,0,2,2023-12-31,2024-01-01,2024-01-09,2,349,3,1,1,1,9,8,12,6,1,4,4,38.77777777777778,0,1,0
214,9,8,2023-11-11,2023-11-13,2023-11-15,2,871,0,0,1,2,4,2,11,5,1,4,2,217.75,0,0,1
215,7,8,2023-04-07,2023-04-10,2023-04-16,4,1192,2,1,1,3,9,6,4,4,0,2,1,132.44444444444446,1,1,0
216,7,5,2023-03-14,2023-03-15,2023-03-15,3,411,0,1,0,1,1,0,3,1,0,1,4,411.0,0,0,0
217,2,0,2023-07-05,2023-07-11,2023-07-12,3,1819,0,2,1,6,7,1,7,2,0,3,3,259.85714285714283,1,0,0
218,0,3,2023-10-19,2023-10-21,2023-10-27,0,803,2,2,1,2,8,6,10,3,0,4,2,100.375,0,1,0
219,6,0,2024-04-05,2024-04-10,2024-04-10,0,1582,0,1,0,5,5,0,4,4,0,2,0,316.4,1,0,0
220,6,8,2023-06-14,2023-06-18,2023-06-19,2,1308,0,2,1,4,5,1,6,2,0,2,0,261.6,1,0,0
221,6,5,2023-07-25,2023-07-27,2023-07-27,3,813,0,1,0,2,2,0,7,1,0,3,2,406.5,0,0,0
222,7,8,2023-02-20,2023-02-24,2023-03-02,0,1290,0,2,1,4,10,6,2,0,0,1,0,129.0,1,0,0
223,0,2,2023-11-16,2023-11-19,2023-11-20,1,1132,2,1,1,3,4,1,11,3,0,4,1,283.0,1,1,0
224,1,4,2023-04-13,2023-04-18,2023-04-19,0,1528,0,2,1,5,6,1,4,3,0,2,0,254.66666666666666,1,0,0
225,3,7,2024-04-14,2024-04-17,2024-04-18,2,963,0,2,1,3,4,1,4,6,1,2,1,240.75,0,0,0
226,6,0,2023-01-01,2023-01-04,2023-01-08,0,1069,2,1,1,3,7,4,1,6,1,1,1,152.71428571428572,0,1,0
227,1,3,2023-01-05,2023-01-07,2023-01-07,1,871,0,1,0,2,2,0,1,3,0,1,2,435.5,0,0,0
228,8,6,2024-03-25,2024-03-28,2024-03-29,2,1189,0,2,1,3,4,1,3,0,0,1,1,297.25,1,0,0
229,4,1,2024-03-25,2024-03-26,2024-03-27,1,301,2,1,1,1,2,1,3,0,0,1,4,150.5,0,1,0
230,4,1,2023-11-03,2023-11-07,2023-11-08,2,1488,0,2,1,4,5,1,11,4,0,4,0,297.6,1,0,0
231,9,4,2023-01-15,2023-01-16,2023-01-21,2,471,0,0,1,1,6,5,1,6,1,1,4,78.5,0,0,1
232,8,0,2023-03-09,2023-03-11,2023-03-14,1,668,2,0,1,2,5,3,3,3,0,1,2,133.6,0,1,1
233,3,7,2024-03-26,2024-03-30,2024-04-01,1,1358,0,0,1,4,6,2,3,1,0,1,0,226.33333333333334,1,0,1
234,9,8,2024-02-07,2024-02-12,2024-02-16,3,1509,1,0,1,5,9,4,2,2,0,1,0,167.66666666666666,1,1,1
235,3,9,2023-12-06,2023-12-08,2023-12-10,4,879,0,0,1,2,4,2,12,2,0,4,2,219.75,0,0,1
236,2,0,2024-03-19,2024-03-24,2024-03-26,1,1709,0,0,1,5,7,2,3,1,0,1,3,244.14285714285714,1,0,1
237,6,7,2023-07-22,2023-07-26,2023-07-29,3,1272,0,1,1,4,7,3,7,5,1,3,1,181.71428571428572,1,0,0
238,0,8,2024-04-12,2024-04-17,2024-04-18,0,1554,0,2,1,5,6,1,4,4,0,2,0,259.0,1,0,0
239,5,6,2024-04-29,2024-04-30,2024-05-05,1,494,2,2,1,1,6,5,4,0,0,2,4,82.33333333333333,0,1,0
240,6,5,2024-04-15,2024-04-16,2024-04-16,3,501,0,1,0,1,1,0,4,0,0,2,4,501.0,0,0,0
241,5,1,2024-05-18,2024-05-19,2024-05-21,0,513,1,1,1,1,3,2,5,5,1,2,4,171.0,0,1,0
242,0,2,2024-02-20,2024-02-23,2024-02-25,0,959,0,0,1,3,5,2,2,1,0,1,1,191.8,0,0,1
243,4,1,2023-02-01,2023-02-03,2023-02-08,1,793,0,2,1,2,7,5,2,2,0,1,2,113.28571428571429,0,0,0
244,7,5,2024-02-22,2024-02-25,2024-02-28,2,1091,1,2,1,3,6,3,2,3,0,1,1,181.83333333333334,0,1,0
245,9,7,2023-02-16,2023-02-20,2023-02-21,2,1443,0,2,1,4,5,1,2,3,0,1,0,288.6,1,0,0
246,5,0,2023-09-30,2023-10-03,2023-10-04,2,1113,0,2,1,3,4,1,9,5,1,3,1,278.25,1,0,0
247,2,8,2024-04-10,2024-04-12,2024-04-14,2,748,2,2,1,2,4,2,4,2,0,2,2,187.0,0,1,0
248,2,6,2023-10-28,2023-10-30,2023-10-31,0,792,0,2,1,2,3,1,10,5,1,4,2,264.0,0,0,0
249,8,2,2024-02-21,2024-02-22,2024-02-24,0,252,0,0,1,1,3,2,2,2,0,1,4,84.0,0,0,1
250,1,7,2023-12-28,2024-01-02,2024-01-03,0,1659,0,2,1,5,6,1,12,3,0,4,3,276.5,1,0,0
251,1,6,2023-06-12,2023-06-14,2023-06-18,2,706,1,0,1,2,6,4,6,0,0,2,2,117.66666666666667,0,1,1
252,8,6,2023-03-08,2023-03-09,2023-03-09,1,273,0,1,0,1,1,0,3,2,0,1,4,273.0,0,0,0
253,4,5,2023-05-17,2023-05-19,2023-05-19,3,897,0,1,0,2,2,0,5,2,0,2,2,448.5,0,0,0
254,7,3,2023-12-27,2023-12-28,2023-12-29,0,441,0,2,1,1,2,1,12,2,0,4,4,220.5,0,0,0
255,5,4,2023-11-23,2023-11-29,2023-11-30,0,1935,0,2,1,6,7,1,11,3,0,4,3,276.42857142857144,1,0,0
256,9,7,2024-05-22,2024-05-27,2024-05-31,0,1749,3,2,1,5,9,4,5,2,0,2,3,194.33333333333334,1,1,0
257,0,9,2023-10-23,2023-10-25,2023-10-29,3,648,0,2,1,2,6,4,10,0,0,4,2,108.0,0,0,0
258,1,4,2023-12-15,2023-12-21,2023-12-23,0,1806,0,0,1,6,8,2,12,4,0,4,3,225.75,1,0,1
259,3,1,2024-05-31,2024-06-05,2024-06-05,0,1520,0,1,0,5,5,0,5,4,0,2,0,304.0,1,0,0
260,0,8,2023-05-26,2023-05-29,2023-05-29,1,1054,0,1,0,3,3,0,5,4,0,2,1,351.3333333333333,0,0,0
261,2,7,2023-02-07,2023-02-13,2023-02-19,3,1931,0,2,1,6,12,6,2,1,0,1,3,160.91666666666666,1,0,0
262,4,8,2024-01-30,2024-01-31,2024-02-02,0,475,0,0,1,1,3,2,1,1,0,1,4,158.33333333333334,0,0,1
263,5,8,2024-06-01,2024-06-04,2024-06-05,0,1151,0,2,1,3,4,1,6,5,1,2,1,287.75,1,0,0
264,9,8,2023-01-07,2023-01-10,2023-01-11,2,977,2,1,1,3,4,1,1,5,1,1,1,244.25,0,1,0
265,0,2,2024-05-29,2024-05-31,2024-06-01,0,896,0,2,1,2,3,1,5,2,0,2,2,298.6666666666667,0,0,0
266,9,7,2023-11-28,2023-11-29,2023-12-05,2,441,2,1,1,1,7,6,11,1,0,4,4,63.0,0,1,0
267,8,6,2023-02-22,2023-02-24,2023-02-28,2,715,2,2,1,2,6,4,2,2,0,1,2,119.16666666666667,0,1,0
268,8,4,2024-02-22,2024-02-26,2024-02-26,0,1400,0,1,0,4,4,0,2,3,0,1,0,350.0,1,0,0
269,0,8,2023-02-27,2023-02-28,2023-03-01,3,368,0,2,1,1,2,1,2,0,0,1,4,184.0,0,0,0
270,9,2,2024-01-06,2024-01-08,2024-01-09,3,899,0,2,1,2,3,1,1,5,1,1,2,299.6666666666667,0,0,0
271,9,4,2023-11-22,2023-11-25,2023-12-03,2,1143,1,2,1,3,11,8,11,2,0,4,1,103.9090909090909,1,1,0
272,4,7,2024-05-11,2024-05-15,2024-05-16,0,1262,0,2,1,4,5,1,5,5,1,2,1,252.4,1,0,0
273,9,2,2023-05-12,2023-05-15,2023-05-19,0,928,0,1,1,3,7,4,5,4,0,2,1,132.57142857142858,0,0,0
274,2,3,2023-10-23,2023-10-25,2023-10-25,3,735,0,1,0,2,2,0,10,0,0,4,2,367.5,0,0,0
275,7,4,2023-01-01,2023-01-05,2023-01-05,1,1479,0,1,0,4,4,0,1,6,1,1,0,369.75,1,0,0
276,1,2,2023-01-22,2023-01-23,2023-01-24,3,495,0,2,1,1,2,1,1,6,1,1,4,247.5,0,0,0
277,2,3,2024-01-22,2024-01-25,2024-01-24,0,796,0,2,1,3,2,-1,1,0,0,1,2,398.0,0,0,0
278,3,8,2023-03-11,2023-03-15,2023-03-16,4,1331,0,2,1,4,5,1,3,5,1,1,0,266.2,1,0,0
279,0,6,2024-01-21,2024-01-26,2024-01-28,2,1703,0,0,1,5,7,2,1,6,1,1,3,243.28571428571428,1,0,1
280,4,0,2023-11-14,2023-11-16,2023-11-23,2,882,0,0,1,2,9,7,11,1,0,4,2,98.0,0,0,1
281,3,7,2024-01-20,2024-01-22,2024-01-25,3,625,2,0,1,2,5,3,1,5,1,1,2,125.0,0,1,1
282,4,7,2023-11-18,2023-11-22,2023-11-23,2,1281,0,2,1,4,5,1,11,5,1,4,1,256.2,1,0,0
283,7,4,2023-07-15,2023-07-20,2023-07-25,0,1635,0,2,1,5,10,5,7,5,1,3,0,163.5,1,0,0
284,0,4,2023-11-04,2023-11-05,2023-11-07,0,537,0,0,1,1,3,2,11,5,1,4,4,179.0,0,0,1
285,3,4,2024-05-28,2024-06-03,2024-06-04,2,1978,0,2,1,6,7,1,5,1,0,2,3,282.57142857142856,1,0,0
286,4,7,2024-04-20,2024-04-23,2024-04-29,3,936,2,1,1,3,9,6,4,5,1,2,1,104.0,0,1,0
287,3,6,2024-02-17,2024-02-21,2024-02-21,2,1479,0,1,0,4,4,0,2,5,1,1,0,369.75,1,0,0
288,7,0,2023-04-07,2023-04-12,2023-04-15,0,1658,0,1,1,5,8,3,4,4,0,2,3,207.25,1,0,0
289,3,4,2023-02-06,2023-02-10,2023-02-13,2,1264,1,2,1,4,7,3,2,0,0,1,1,180.57142857142858,1,1,0
290,4,3,2024-05-25,2024-05-27,2024-05-28,3,729,0,2,1,2,3,1,5,5,1,2,2,243.0,0,0,0
291,9,0,2023-06-26,2023-06-30,2023-07-03,0,1249,1,2,1,4,7,3,6,0,0,2,1,178.42857142857142,1,1,0
292,4,8,2023-04-24,2023-04-28,2023-04-28,1,1279,0,1,0,4,4,0,4,0,0,2,1,319.75,1,0,0
293,4,2,2023-01-07,2023-01-09,2023-01-09,1,851,0,1,0,2,2,0,1,5,1,1,2,425.5,0,0,0
294,7,6,2023-04-21,2023-04-24,2023-04-25,1,967,0,2,1,3,4,1,4,4,0,2,1,241.75,0,0,0
295,5,1,2023-03-21,2023-03-23,2023-03-23,3,883,0,1,0,2,2,0,3,1,0,1,2,441.5,0,0,0
296,0,1,2023-05-18,2023-05-23,2023-05-29,2,1597,0,2,1,5,11,6,5,3,0,2,0,145.1818181818182,1,0,0
297,7,4,2023-12-08,2023-12-12,2023-12-13,3,1281,0,2,1,4,5,1,12,4,0,4,1,256.2,1,0,0
298,4,3,2023-03-22,2023-03-26,2023-03-30,4,1468,1,0,1,4,8,4,3,2,0,1,0,183.5,1,1,1
299,3,4,2023-11-03,2023-11-07,2023-11-07,3,1443,0,1,0,4,4,0,11,4,0,4,0,360.75,1,0,0
300,8,4,2023-09-06,2023-09-07,2023-09-08,2,354,0,2,1,1,2,1,9,2,0,3,4,177.0,0,0,0
301,7,3,2023-10-06,2023-10-09,2023-10-09,2,1176,0,1,0,3,3,0,10,4,0,4,1,392.0,1,0,0
302,7,1,2023-11-20,2023-11-22,2023-11-22,2,886,0,1,0,2,2,0,11,0,0,4,2,443.0,0,0,0
303,6,1,2023-06-02,2023-06-04,2023-06-06,1,789,2,2,1,2,4,2,6,4,0,2,2,197.25,0,1,0
304,1,8,2023-08-06,2023-08-12,2023-08-18,2,1959,0,0,1,6,12,6,8,6,1,3,3,163.25,1,0,1
305,1,0,2023-03-12,2023-03-16,2023-03-16,0,1298,0,1,0,4,4,0,3,6,1,1,0,324.5,1,0,0
306,6,9,2023-02-06,2023-02-12,2023-02-13,0,1894,0,2,1,6,7,1,2,0,0,1,3,270.57142857142856,1,0,0
307,1,6,2023-03-22,2023-03-26,2023-03-28,0,1449,0,0,1,4,6,2,3,2,0,1,0,241.5,1,0,1
308,6,9,2023-08-19,2023-08-20,2023-08-22,1,245,2,2,1,1,3,2,8,5,1,3,4,81.66666666666667,0,1,0
309,3,8,2023-01-23,2023-01-27,2023-02-01,2,1404,0,0,1,4,9,5,1,0,0,1,0,156.0,1,0,1
310,1,4,2023-08-20,2023-08-23,2023-08-26,0,1049,0,1,1,3,6,3,8,6,1,3,1,174.83333333333334,0,0,0
311,1,0,2023-01-25,2023-01-28,2023-01-29,1,1038,0,2,1,3,4,1,1,2,0,1,1,259.5,0,0,0
312,7,0,2024-03-27,2024-04-01,2024-04-02,0,1776,0,2,1,5,6,1,3,2,0,1,3,296.0,1,0,0
313,4,2,2024-01-26,2024-01-29,2024-01-30,2,1141,0,2,1,3,4,1,1,4,0,1,1,285.25,1,0,0
314,2,7,2024-05-17,2024-05-22,2024-05-24,1,1647,0,0,1,5,7,2,5,4,0,2,3,235.28571428571428,1,0,1
315,7,5,2023-12-01,2023-12-07,2023-12-07,3,1885,0,1,0,6,6,0,12,4,0,4,3,314.1666666666667,1,0,0
316,4,6,2023-07-10,2023-07-11,2023-07-11,1,472,0,1,0,1,1,0,7,0,0,3,4,472.0,0,0,0
317,9,0,2024-05-12,2024-05-16,2024-05-24,2,1222,1,2,1,4,12,8,5,6,1,2,1,101.83333333333333,1,1,0
318,3,2,2023-12-12,2023-12-16,2023-12-16,2,1489,0,1,0,4,4,0,12,1,0,4,0,372.25,1,0,0
319,2,7,2023-09-19,2023-09-23,2023-09-26,0,1269,0,1,1,4,7,3,9,1,0,3,1,181.28571428571428,1,0,0
320,3,9,2023-05-14,2023-05-16,2023-05-20,0,610,0,1,1,2,6,4,5,6,1,2,2,101.66666666666667,0,0,0
321,0,6,2023-08-20,2023-08-26,2023-08-26,2,1879,0,1,0,6,6,0,8,6,1,3,3,313.1666666666667,1,0,0
322,6,8,2023-02-24,2023-02-25,2023-03-02,1,335,0,0,1,1,6,5,2,4,0,1,4,55.833333333333336,0,0,1
323,7,4,2023-12-04,2023-12-06,2023-12-07,0,819,0,2,1,2,3,1,12,0,0,4,2,273.0,0,0,0
324,0,9,2024-04-02,2024-04-03,2024-04-03,3,207,0,1,0,1,1,0,4,1,0,2,4,207.0,0,0,0
325,2,6,2024-01-06,2024-01-09,2024-01-13,0,1123,0,1,1,3,7,4,1,5,1,1,1,160.42857142857142,1,0,0
326,9,6,2023-09-11,2023-09-16,2023-09-19,1,1538,0,2,1,5,8,3,9,0,0,3,0,192.25,1,0,0
327,0,4,2023-01-10,2023-01-11,2023-01-15,1,344,3,2,1,1,5,4,1,1,0,1,4,68.8,0,1,0
328,4,7,2024-02-20,2024-02-21,2024-02-23,4,437,0,1,1,1,3,2,2,1,0,1,4,145.66666666666666,0,0,0
329,3,5,2023-06-29,2023-07-03,2023-07-04,0,1420,0,2,1,4,5,1,6,3,0,2,0,284.0,1,0,0
330,8,3,2023-06-16,2023-06-18,2023-06-18,2,691,0,1,0,2,2,0,6,4,0,2,2,345.5,0,0,0
331,3,2,2023-11-12,2023-11-18,2023-11-18,0,1823,0,1,0,6,6,0,11,6,1,4,3,303.8333333333333,1,0,0
332,4,6,2024-01-07,2024-01-08,2024-01-09,0,400,0,2,1,1,2,1,1,6,1,1,4,200.0,0,0,0
333,4,5,2023-04-19,2023-04-22,2023-04-27,0,1178,0,2,1,3,8,5,4,2,0,2,1,147.25,1,0,0
334,7,1,2023-09-26,2023-09-30,2023-10-01,1,1421,2,1,1,4,5,1,9,1,0,3,0,284.2,1,1,0
335,7,3,2024-01-15,2024-01-17,2024-01-20,1,871,1,2,1,2,5,3,1,0,0,1,2,174.2,0,1,0
336,5,8,2023-01-10,2023-01-13,2023-01-17,0,908,3,2,1,3,7,4,1,1,0,1,2,129.71428571428572,0,1,0
337,7,8,2023-12-17,2023-12-21,2023-12-22,2,1284,0,2,1,4,5,1,12,6,1,4,0,256.8,1,0,0
338,2,5,2023-01-29,2023-02-03,2023-02-09,1,1564,0,2,1,5,11,6,1,6,1,1,0,142.1818181818182,1,0,0
339,4,8,2024-04-13,2024-04-16,2024-04-18,1,1095,0,0,1,3,5,2,4,5,1,2,1,219.0,0,0,1
340,3,6,2024-03-17,2024-03-22,2024-03-22,3,1795,0,1,0,5,5,0,3,6,1,1,3,359.0,1,0,0
341,6,3,2023-10-26,2023-10-30,2023-11-03,2,1255,3,2,1,4,8,4,10,3,0,4,1,156.875,1,1,0
342,0,7,2023-12-12,2023-12-13,2023-12-14,1,288,0,2,1,1,2,1,12,1,0,4,4,144.0,0,0,0
343,7,2,2023-09-09,2023-09-12,2023-09-17,3,978,0,1,1,3,8,5,9,5,1,3,1,122.25,0,0,0
344,2,1,2023-02-18,2023-02-20,2023-02-26,4,636,3,2,1,2,8,6,2,5,1,1,2,79.5,0,1,0
345,5,7,2023-12-23,2023-12-27,2023-12-29,1,1499,1,1,1,4,6,2,12,5,1,4,0,249.83333333333334,1,1,0
346,5,6,2023-02-27,2023-03-01,2023-03-02,0,724,0,2,1,2,3,1,2,0,0,1,2,241.33333333333334,0,0,0
347,8,4,2023-06-22,2023-06-24,2023-06-26,0,879,0,0,1,2,4,2,6,3,0,2,2,219.75,0,0,1
348,7,8,2023-12-20,2023-12-25,2023-12-30,2,1508,0,0,1,5,10,5,12,2,0,4,0,150.8,1,0,1
349,1,3,2024-03-09,2024-03-10,2024-03-11,0,475,0,2,1,1,2,1,3,5,1,1,4,237.5,0,0,0
350,0,5,2023-02-20,2023-02-24,2023-02-28,1,1417,0,1,1,4,8,4,2,0,0,1,0,177.125,1,0,0
351,1,0,2024-04-15,2024-04-17,2024-04-22,2,850,0,1,1,2,7,5,4,0,0,2,2,121.42857142857143,0,0,0
352,7,2,2023-06-19,2023-06-22,2023-06-23,1,959,0,2,1,3,4,1,6,0,0,2,1,239.75,0,0,0
353,3,0,2024-01-24,2024-01-26,2024-01-31,0,715,3,0,1,2,7,5,1,2,0,1,2,102.14285714285714,0,1,1
354,0,5,2023-09-12,2023-09-14,2023-09-18,2,609,0,2,1,2,6,4,9,1,0,3,2,101.5,0,0,0
355,6,9,2024-01-08,2024-01-10,2024-01-13,0,850,0,1,1,2,5,3,1,0,0,1,2,170.0,0,0,0
356,0,6,2023-08-07,2023-08-10,2023-08-11,1,1168,0,2,1,3,4,1,8,0,0,3,1,292.0,1,0,0
357,3,9,2023-04-10,2023-04-11,2023-04-16,0,299,0,0,1,1,6,5,4,0,0,2,4,49.833333333333336,0,0,1
358,1,7,2023-10-18,2023-10-19,2023-10-20,2,322,0,2,1,1,2,1,10,2,0,4,4,161.0,0,0,0
359,7,0,2023-02-14,2023-02-16,2023-02-18,1,607,0,0,1,2,4,2,2,1,0,1,2,151.75,0,0,1
360,0,6,2023-05-13,2023-05-18,2023-05-18,3,1771,0,1,0,5,5,0,5,5,1,2,3,354.2,1,0,0
361,4,0,2024-01-09,2024-01-14,2024-01-14,0,1760,0,1,0,5,5,0,1,1,0,1,3,352.0,1,0,0
362,2,6,2023-11-14,2023-11-17,2023-11-19,1,1101,0,0,1,3,5,2,11,1,0,4,1,220.2,0,0,1
363,0,4,2023-06-29,2023-07-02,2023-07-02,3,1163,0,1,0,3,3,0,6,3,0,2,1,387.6666666666667,1,0,0
364,0,7,2023-08-23,2023-08-25,2023-08-25,0,781,0,1,0,2,2,0,8,2,0,3,2,390.5,0,0,0
365,3,2,2023-09-10,2023-09-13,2023-09-13,1,1072,0,1,0,3,3,0,9,6,1,3,1,357.3333333333333,0,0,0
366,2,0,2023-08-23,2023-08-24,2023-08-25,1,390,0,2,1,1,2,1,8,2,0,3,4,195.0,0,0,0
367,0,4,2023-06-23,2023-06-26,2023-06-29,3,1105,3,1,1,3,6,3,6,4,0,2,1,184.16666666666666,1,1,0
368,9,5,2023-08-03,2023-08-05,2023-08-06,0,885,2,1,1,2,3,1,8,3,0,3,2,295.0,0,1,0
369,6,4,2023-09-19,2023-09-22,2023-09-22,2,1027,0,1,0,3,3,0,9,1,0,3,1,342.3333333333333,0,0,0
370,3,9,2023-10-27,2023-10-28,2023-10-31,1,269,0,2,1,1,4,3,10,4,0,4,4,67.25,0,0,0
371,9,5,2023-11-28,2023-12-01,2023-12-01,1,954,0,1,0,3,3,0,11,1,0,4,1,318.0,0,0,0
372,4,3,2024-04-10,2024-04-11,2024-04-13,1,289,0,0,1,1,3,2,4,2,0,2,4,96.33333333333333,0,0,1
373,0,6,2023-10-01,2023-10-03,2023-10-05,2,847,0,0,1,2,4,2,10,6,1,4,2,211.75,0,0,1
374,9,7,2023-08-02,2023-08-04,2023-08-04,0,777,0,1,0,2,2,0,8,2,0,3,2,388.5,0,0,0
375,4,5,2023-11-11,2023-11-14,2023-11-20,2,1086,2,1,1,3,9,6,11,5,1,4,1,120.66666666666667,0,1,0
376,7,5,2023-12-14,2023-12-17,2023-12-21,1,1032,1,0,1,3,7,4,12,3,0,4,1,147.42857142857142,0,1,1
377,5,3,2023-02-01,2023-02-07,2023-02-08,0,1881,0,2,1,6,7,1,2,2,0,1,3,268.7142857142857,1,0,0
378,1,8,2023-04-30,2023-05-02,2023-05-06,0,629,1,1,1,2,6,4,4,6,1,2,2,104.83333333333333,0,1,0
379,9,8,2023-05-23,2023-05-25,2023-05-28,1,851,2,0,1,2,5,3,5,1,0,2,2,170.2,0,1,1
380,8,1,2023-12-31,2024-01-04,2024-01-06,2,1306,0,0,1,4,6,2,12,6,1,4,0,217.66666666666666,1,0,1
381,4,3,2024-01-14,2024-01-19,2024-01-21,2,1666,0,0,1,5,7,2,1,6,1,1,3,238.0,1,0,1
382,1,2,2024-05-17,2024-05-19,2024-05-19,0,792,0,1,0,2,2,0,5,4,0,2,2,396.0,0,0,0
383,5,3,2024-02-29,2024-03-01,2024-03-03,1,478,0,0,1,1,3,2,2,3,0,1,4,159.33333333333334,0,0,1
384,3,2,2024-04-08,2024-04-10,2024-04-11,0,614,0,2,1,2,3,1,4,0,0,2,2,204.66666666666666,0,0,0
385,4,6,2023-07-27,2023-08-01,2023-08-03,0,1547,0,1,1,5,7,2,7,3,0,3,0,221.0,1,0,0
386,0,2,2023-06-10,2023-06-13,2023-06-17,3,1008,3,2,1,3,7,4,6,5,1,2,1,144.0,0,1,0
387,5,2,2023-01-31,2023-02-05,2023-02-07,2,1519,0,0,1,5,7,2,1,1,0,1,0,217.0,1,0,1
388,4,5,2023-06-24,2023-06-28,2023-06-29,3,1319,2,1,1,4,5,1,6,5,1,2,0,263.8,1,1,0
389,4,2,2023-03-11,2023-03-13,2023-03-20,2,783,3,2,1,2,9,7,3,5,1,1,2,87.0,0,1,0
390,1,3,2023-05-23,2023-05-25,2023-05-30,1,745,0,1,1,2,7,5,5,1,0,2,2,106.42857142857143,0,0,0
391,8,1,2024-04-26,2024-04-29,2024-05-02,2,1110,0,2,1,3,6,3,4,4,0,2,1,185.0,1,0,0
392,3,9,2023-01-24,2023-01-29,2023-01-31,3,1624,1,1,1,5,7,2,1,1,0,1,0,232.0,1,1,0
393,0,7,2023-02-23,2023-02-27,2023-02-28,4,1409,0,2,1,4,5,1,2,3,0,1,0,281.8,1,0,0
394,3,4,2023-10-10,2023-10-15,2023-10-19,1,1575,2,2,1,5,9,4,10,1,0,4,0,175.0,1,1,0
395,4,7,2024-05-10,2024-05-15,2024-05-15,2,1715,0,1,0,5,5,0,5,4,0,2,3,343.0,1,0,0
396,7,3,2023-05-25,2023-05-28,2023-05-31,2,962,1,2,1,3,6,3,5,3,0,2,1,160.33333333333334,0,1,0
397,6,9,2023-01-28,2023-01-29,2023-01-31,1,387,1,1,1,1,3,2,1,5,1,1,4,129.0,0,1,0
398,6,4,2023-09-05,2023-09-11,2023-09-13,0,1825,0,1,1,6,8,2,9,1,0,3,3,228.125,1,0,0
399,3,4,2023-10-22,2023-10-24,2023-10-24,2,697,0,1,0,2,2,0,10,6,1,4,2,348.5,0,0,0
400,3,6,2023-08-07,2023-08-11,2023-08-14,0,1384,3,1,1,4,7,3,8,0,0,3,0,197.71428571428572,1,1,0
401,1,9,2023-07-04,2023-07-06,2023-07-10,3,610,1,0,1,2,6,4,7,1,0,3,2,101.66666666666667,0,1,1
402,4,7,2023-08-12,2023-08-15,2023-08-18,3,1148,0,1,1,3,6,3,8,5,1,3,1,191.33333333333334,1,0,0
403,0,6,2023-12-21,2023-12-23,2023-12-24,3,807,2,1,1,2,3,1,12,3,0,4,2,269.0,0,1,0
404,9,6,2024-03-27,2024-03-28,2024-03-29,2,208,2,1,1,1,2,1,3,2,0,1,4,104.0,0,1,0
405,8,6,2023-12-09,2023-12-12,2023-12-12,3,981,0,1,0,3,3,0,12,5,1,4,1,327.0,0,0,0
406,6,2,2023-09-03,2023-09-07,2023-09-07,3,1373,0,1,0,4,4,0,9,6,1,3,0,343.25,1,0,0
407,0,6,2023-02-25,2023-02-27,2023-02-28,0,804,2,1,1,2,3,1,2,5,1,1,2,268.0,0,1,0
408,9,0,2023-09-20,2023-09-21,2023-09-23,0,208,1,1,1,1,3,2,9,2,0,3,4,69.33333333333333,0,1,0
409,5,0,2024-05-10,2024-05-14,2024-05-15,2,1337,0,2,1,4,5,1,5,4,0,2,0,267.4,1,0,0
410,2,3,2023-05-18,2023-05-20,2023-05-20,2,671,0,1,0,2,2,0,5,3,0,2,2,335.5,0,0,0
411,2,7,2023-10-07,2023-10-13,2023-10-14,0,1901,0,2,1,6,7,1,10,5,1,4,3,271.57142857142856,1,0,0
412,7,4,2023-11-03,2023-11-06,2023-11-07,0,986,0,2,1,3,4,1,11,4,0,4,1,246.5,0,0,0
413,5,9,2023-05-12,2023-05-15,2023-05-18,1,1111,2,0,1,3,6,3,5,4,0,2,1,185.16666666666666,1,1,1
414,6,0,2024-01-21,2024-01-26,2024-01-30,2,1673,3,2,1,5,9,4,1,6,1,1,3,185.88888888888889,1,1,0
415,8,7,2023-11-06,2023-11-12,2023-11-12,1,1857,0,1,0,6,6,0,11,0,0,4,3,309.5,1,0,0
416,0,7,2024-02-29,2024-03-06,2024-03-09,1,1980,0,2,1,6,9,3,2,3,0,1,3,220.0,1,0,0
417,4,9,2023-01-31,2023-02-01,2023-02-05,1,367,3,2,1,1,5,4,1,1,0,1,4,73.4,0,1,0
418,5,1,2023-09-16,2023-09-18,2023-09-23,2,849,3,0,1,2,7,5,9,5,1,3,2,121.28571428571429,0,1,1
419,8,2,2023-01-22,2023-01-26,2023-01-26,2,1352,0,1,0,4,4,0,1,6,1,1,0,338.0,1,0,0
